,authority_control,character_code,character_id,image_id,label_eng,label_ja,label_ka,play_id,sort_ja
1120,"February 1982 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Onna-19,1130,"[10934, 10935, 11376, 50369, 50565, 58971, 58972, 58973, 58974]",Kohei,Wataya Kohei,綿屋小兵衛,[1],わたやこへい
1121,February 1982 Program; Bunka dejitaru raiburarii,Onna-20,1131,"[46288, 46289, 50392, 50393, 50394, 50395, 50400]",Gorokuro,Chōgamiya Gorokurō,帳紙屋五郎九郎,[1],ごろくろう
1122,February 1982 Program; Bunka dejitaru raiburarii,Onna-21,1132,"[10779, 11374, 46288, 50392]",Okichi's second daughter,Nakamusume,中娘,[1],なかむすめ
1123,February 1982 Program; Bunka dejitaru raiburarii,Onna-22,1133,"[10784, 10938, 50400]",Head of police unit,Torite gashira,捕手頭,[1],とりてがしら
1124,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-01,1135,[nan],Yoshiie,Hachiman Tarō Yoshiie,八幡太郎義家,[110],はちまんたろうよしいえ
1125,February 1973 Program; Bunka dejitaru raiburarii,Oshu-02,1136,[nan],Kagenari,Kamakura Gonnokami Kagenari,鎌倉権守景成,[110],かまくらごんのかみかがなり
1126,February 1973 Program; Bunka dejitaru raiburarii,Oshu-03,1137,[nan],Shiro,Uriwari Shirō,瓜割四郎糺,[110],うりわりしろう
1127,February 1973 Program; Bunka dejitaru raiburarii,Oshu-04,1138,[nan],Koretoki,Ōenotaishō Koretoki,大江大将維時,[110],おおえのたいしょうこれとき
1128,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-05,1139,[nan],Koiginu,Keisei Koiginu,傾城恋絹,[110],こいぎぬ
1129,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-06,1140,[nan],"Ichiya, girl attendant to a courtesan",Kamuro Ichiya,禿市弥,[110],いちや
1130,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 641; Bunka dejitaru raiburarii",Oshu-07,1141,[nan],"Prince Tamaki, in fact Yatsuwaka",Tamakinomiya jitsuwa isshi Hachiwaka (Yatsuwaka),環の宮実は義家一子八若,[110],たまきのみやじつはやつわか
1131,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-08,1142,[nan],"Lady-in-waiting Kushige, in fact Yoshimitsu",Kushige no naishi jitsuwa Shinra Saburō Yoshimitsu,匣の内侍実は新羅三郎義光,[110],くしげのないしじつはしんらさぶろうよしみつ
1132,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-09,1143,[nan],Ikomanosuke,Shigasaki Ikomanosuke,志賀崎生駒之助,[110],しがさきいこまのすけ
1133,"February 1973 Program; Bunka dejitaru raiburarii; Shin Wa-Ei chūjiten (Tokyo: Kenkyusha, 1995)",Oshu-10,1144,[nan],"Street entertainer, in fact Abe's retainer",Torisashi jitsuwa Abe no kerai,鳥刺し実は安倍の家来,[110],とりさしじつはあべのけらい
1134,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 641",Oshu-11,1145,[nan],Naokata,Tairano Kenjō Naokata,平傔仗直方,[110],たいらのけんじょうなおかた
1135,February 1973 Program; Bunka dejitaru raiburarii,Oshu-12,1146,[nan],"Hazakura, a maid",Koshimoto Hazakura,腰元葉桜,[110],はざくら
1136,February 1973 Program,Oshu-13,1147,[nan],"Mihashi, a maid",Koshimoto Mihashi,腰元みはし,[110],みはし
1137,February 1973 Program; Bunka dejitaru raiburarii,Oshu-14,1148,[nan],"Kaede, a maid",Koshimoto Kaede,腰元楓,[110],かえで
1138,February 1973 Program; Bunka dejitaru raiburarii,Oshu-15,1149,[nan],Gunki,Kasahara Gunki,笠原軍記,[110],かさはらぐんき
1139,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 641.",Oshu-16,1150,[nan],Shikitae,Shikitae Gozen,敷妙御前,[110],しきたえごぜん
1140,February 1973 Program; Bunka dejitaru raiburarii,Oshu-17,1151,[nan],Tomozo,Monjiya Tomozō,文字屋友三,[110],ともぞう
1141,"February 1973 Program; Bunka dejitaru raiburarii; Daijirin (Tokyo: Sanseido, 1995)",Oshu-18,1152,[nan],Sosuke,Ukenin Sōsuke,請人惣助,[110],そうすけ
1142,February 1973 Program; Bunka dejitaru raiburarii,Oshu-19,1153,[nan],Yaehata,Yoshiie imōto Yaehata Hime,義家妹八重幡姫,[110],やえはたひめ
1143,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 641.",Oshu-20,1154,[nan],"Noriuji, in fact Sadato",Katsura Chūnagon Noriuji jitsuwa Abeno Sadatō,桂中納言則氏実は安倍貞任,[110],かつらのちゅうなごんのりうじ
1144,February 1973 Program; Bunka dejitaru raiburarii,Oshu-21,1155,[nan],Gunroku,Kasahara Gunroku,笠原軍六,[110],かさはらぐんろく
1145,February 1973 Program; Bunka dejitaru raiburarii,Oshu-22,1156,[nan],Chota's wife,Chōta nyōbō,長太女房,[110],ちょうたにょうぼう
1146,February 1973 Program; Bunka dejitaru raiburarii,Oshu-23,1157,[nan],Chota,Ama Chōta,海士長太,[110],ちょうた
1147,February 1973 Program; Bunka dejitaru raiburarii,Oshu-24,1158,[nan],Otani,Nyōbō Otani,女房お谷,[110],おたに
1148,February 1973 Program; Bunka dejitaru raiburarii,Oshu-25,1159,[nan],Takaemon,Daikan Unome Takaemon,代官鵜の目鷹右衛門,[110],うのめたかえもん
1149,February 1973 Program,Oshu-26,1160,[nan],Village headman,Shōya,庄屋,[110],しょうや
1150,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-27,1161,[nan],Bunji,Utō Bunji Yasukata,善知鳥文治安方,[110],うとうぶんじやすかた
1151,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 641.",Oshu-28,1162,[nan],"Nambei, in fact Muneto",Kurumazukai Nanbei jitsuwa Abeno Munetō,車遣い(外が浜)南兵衛実は安倍宗任,[110],なんべいじつはあべのむねとう
1152,"February 1973 Program; Daijirin (Tokyo: Sanseido, 1995)",Oshu-29,1163,[nan],Shoemon,Nengyōji Shōemon,年行司庄右衛門,[110],しょうえもん
1153,February 1973 Program; Bunka dejitaru raiburarii,Oshu-30,1164,[nan],Kiyodo,Segare Kiyodō,伜清童,[110],きよどう
1154,February 1973 Program; Bunka dejitaru raiburarii,Oshu-31,1165,[nan],"Gosuke, brothel owner",Kutsuwano teishu Gosuke,くつわの亭主五助,[110],くつわのていしゅごろう
1155,February 1973 Program,Oshu-32,1166,[nan],Police captain,Torite gashira,捕手頭,[110],とりてがしら
1156,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-33,1167,[nan],Sodehagi,Sodehagi,袖萩,[110],そではぎ
1157,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 491",Oshu-34,1168,[nan],Okimi,Musume Okimi,娘お君,[110],おきみ
1158,February 1973 Program; December 1982 Program; Bunka dejitaru raiburarii,Oshu-35,1169,[nan],"Roku, a begger",Roku,六,[110],ろく
1159,February 1973 Program; December 1982 Program; Bunka dejitaru raiburarii,Oshu-36,1170,[nan],"Jiroshichi, a begger",Kasano Jiroshichi,かさの次郎七,[110],かさのじろうしち
1160,December 1982 Program; Bunka dejitaru raiburarii,Oshu-37,1171,[nan],"Kusuke, a begger",Tontoko no Kusuke,とんとこの九助,[110],とんとこのくすけ
1161,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Oshu-38,1172,[nan],Hamayu,Tsuma Hamayū,妻浜夕,[110],はまゆう
1162,"February 1973 Program; Bunka dejitaru raiburarii; Daijirin (Tokyo: Sanseido, 1995)",Oshu-39,1173,[nan],Iwate,Rōjo Iwate,老女岩手,[110],いわて
1163,February 1973 Program,Oshu-40,1174,[nan],Traveller,Tabi no otoko,旅の男,[110],たびのおとこ
1164,"February 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 244",Oshu-41,1175,[nan],"Drug peddler, in fact Kagemasa",Kusuriuri jitsuwa Kamakura Gongorō,薬売り実は鎌倉権五郎,[110],くすりうりじつはかまくらごんごろう
1165,April 1988 Program; Bunka dejitaru raiburarii,Renjishi-01,1176,[nan],Male lion,Ojishi,雄獅子,[50],おじし
1166,April 1988 Program; Bunka dejitaru raiburarii,Renjishi-02,1177,[nan],Female lion,Mejishi,雌獅子,[50],めじし
1167,April 1988 Program; Bunka dejitaru raiburarii,Renjishi-03,1178,[nan],Child lion,Kojishi,子獅子,[50],こじし
1168,"April 1988 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Roben-01,1179,[nan],Lady Nagisa,Nagisa no Kata,渚の方,[68],なぎさのかた
1169,"April 1988 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 608",Roben-02,1180,[nan],Mitsumaru,Mitsumaru,光丸,[68],みつまる
1170,April 1988 Program; Bunka dejitaru raiburarii,Roben-03,1181,[nan],Saeda,Uba Saeda,乳母小枝,[68],さえだ
1171,April 1988 Program; Bunka dejitaru raiburarii,Roben-04,1182,[nan],"Fujino, a maid servant",Koshimoto Fujino,腰元藤野,[68],ふじの
1172,April 1988 Program; Bunka dejitaru raiburarii,Roben-05,1183,[nan],"Harue, a maid servant",Koshimoto Harue,腰元春枝,[68],はるえ
1173,April 1988 Program; Bunka dejitaru raiburarii,Roben-06,1184,[nan],Soap bubble vendor,Fukidamaya,吹玉屋,[68],ふきだまや
1174,April 1988 Program,Roben-07,1185,[nan],Children,Satonoko,里の子,[68],さとのこ
1175,May 1969 Program; Bunka dejitaru raiburarii,Roben-08,1186,[nan],Assistant Priest Unya,Un'yabō,雲弥坊,[68],うんやぼう
1176,"April 1988 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Roben-09,1187,[nan],Priest Roben,Rōben Sōjō,良弁僧正,[68],ろうべんそうじょう
1177,April 1988 Program; Bunka dejitaru raiburarii,Roben-10,1188,[nan],Apprentice priest,Deshisō,弟子僧,[68],でしぞう
1178,January 1975 Program,Ryuko-01,1189,[nan],Dragon,Ryū,龍,[118],りゅう
1179,January 1975 Program,Ryuko-02,1190,[nan],Tiger,Tora,虎,[118],とら
1180,November 1971 Program; Bunka dejitaru raiburarii,Sakura-01,1191,[nan],Yahei,Kōguya Yahei,香具屋弥兵衛,[92],こうぐややへい
1181,November 1971 Program; Bunka dejitaru raiburarii,Sakura-02,1192,[nan],Jubei,Tenpo no Jūbei,てんぽの十兵衛,[92],てんぽのじゅうべい
1182,November 1971 Program; Bunka dejitaru raiburarii,Sakura-03,1193,[nan],Otsuma's mother,Otsuma no haha,お妻の母,[92],おつまのはは
1183,November 1971 Program; Bunka dejitaru raiburarii,Sakura-04,1194,[nan],Otsuma,Nyōbō Otsuma,女房お妻,[92],おつま
1184,November 1971 Program; Bunka dejitaru raiburarii,Sakura-05,1195,[nan],Ohan,Musume Ohan,娘お半,[92],おはん
1185,November 1971 Program; Bunka dejitaru raiburarii,Sakura-06,1196,[nan],Hachirobei,Furuteya Hachirobei,古手屋八郎兵衛,[92],ふるてやはちろうべい
1186,November 1971 Program; Bunka dejitaru raiburarii,Sakura-07,1197,[nan],Gimpachi,Nakashi Ginpachi,仲仕銀八,[92],なかしぎんぱち
1187,June 1986 [no program]; Bunka dejitaru raiburarii; English translation not available,Sanju-01,1198,[nan],Renge Obo,Renge Ōbō,蓮華王坊,[77],れんげおうぼう
1188,June 1986 [no program]; Bunka dejitaru raiburarii; English translation not available,Sanju-02,1199,[nan],Naginosei,Naginosei,梛の精,[77],なぎのせい
1189,June 1986 [no program]; Bunka dejitaru raiburarii; English translation not available,Sanju-03,1200,[nan],Monk,Kyakusō,客僧,[77],きょくそう
1190,"June 1986 [no program]; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); English translation not available",Sanju-04,1201,[nan],Suenaka,Dazainosochi Suenaka,大宰帥季仲,[77],だざいのそちすえなか
1191,June 1986 [no program]; Bunka dejitaru raiburarii; English translation not available,Sanju-05,1202,[nan],Tokizumi,Mushadokoro Tokizumi,武者所時澄,[77],むしゃどころときずみ
1192,"February 1977 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sanju-06,1203,"[45546, 47760, 47761, 47763, 55103, 55104, 55105, 55106, 55108, 55109, 55110, 55111, 55113, 55114, 55124, 55125, 55126, 55127, 55128, 55129, 55132, 55134, 55139, 55140, 55141, 55142, 55143, 55144, 55147, 55149, 55150, 55151, 55152, 55154, 55155, 55157, 55159, 55161, 55162, 55163, 55164, 55165, 64497]",Heitaro,Yokosone Heitarō,横曽根平太郎,[77],よこそねへいたろう
1193,February 1977 Program; Bunka dejitaru raiburarii,Sanju-07,1204,"[55105, 55106, 55125, 55126, 55127, 55137, 55139, 55140, 55145, 55146, 55147, 55148, 55149, 55150, 55152]",Heitaro's mother,Heitarō no haha,平太郎の母,[77],へいたろうのはは
1194,"February 1977 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sanju-08,1205,"[45546, 47760, 47761, 47763, 47764, 55110, 55111, 55112, 55113, 55114, 55116, 55117, 55118, 55120, 55121, 55122, 55123, 55124, 55125, 55126, 55127, 55129, 55130, 55131, 55132, 55133, 55134, 55135, 55136, 55137, 55138]",Oryu,Oryū,お柳,[77],おりゅう
1195,"June 1986 [no program]; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 209",Sanju-09,1206,[nan],[Former Emperor Shirakawa,Shirakawa Hō-ō,白河法皇,[77],しらかわほうおう
1196,June 1986 [no program]; Bunka dejitaru raiburarii; English translation not available,Sanju-10,1207,[nan],Tadamori,Tairano Tadamori,平忠盛,[77],たいらのただもり
1197,"August 1985 Program; February 1977 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sanju-11,1208,[55165],Kurodo,Shin no Kurando,進ノ蔵人,[77],しんのくらんど
1198,"February 1977 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sanju-12,1209,"[45546, 47763, 55128, 55129, 55132, 55134, 55139, 55140, 55141, 55142, 55144, 55147, 55149, 55150, 55153, 55157, 55159, 55160, 55161, 55162, 55163, 55164, 55165, 55166, 55167]",Midorimaru,Midorimaru,緑丸,[77],みどりまる
1199,September 1972 Program; Bunka dejitaru raiburarii,Sannin-01,1210,[nan],Rich man,Utokujin,有徳人,[96],うとくじん
1200,August 1977 Sōsaku Bunraku Program [no English program]; March 1988 Yura no Minamoto Sengen Chōja; Sanshō Dayū by Mori Ōgai,Sansho-01,1211,[nan],Zushio,Zushiō maru,厨子王丸,[130],ずしおうまる
1201,August 1984 Program; Bunka dejitaru raiburarii,Seishu-01,1212,"[52033, 52034, 61890]",Rinemon,Isha Rinemon,医者林右衛門,[122],いしゃりんえもん
1202,August 1984 Program; Bunka dejitaru raiburarii,Seishu-02,1213,"[12474, 12475, 12476, 12479, 12480, 12481, 12482, 12483, 12484, 12485, 12486, 12487, 12488, 51939, 51946, 51947, 51948, 51949, 51950, 51951, 51952, 52035, 52036, 52037, 52038, 52039, 52322]",Heiji,Akogi no Heiji,阿漕の平治,[122],あこぎのへいじ
1203,August 1984 Program; Bunka dejitaru raiburarii,Seishu-03,1214,"[12472, 12473, 12474, 12475, 12476, 12484, 12485, 12486, 12487, 12488, 51943, 51944, 51945, 51947, 51948, 51949, 51950, 51951, 51952, 51953, 51954, 51955, 51956, 61794]",Jirozo,Hiragawarano Jirozō,平瓦治郎蔵,[122],ひらがわらのじろうぞう
1204,August 1984 Program; Bunka dejitaru raiburarii,Seishu-04,1215,"[12479, 12480, 12481, 12482, 12483, 12486, 12487, 51933, 51938, 51939, 51940, 51942, 51952, 52322]",Oharu,Nyōbō Oharu,女房お春,[122],おはる
1205,September 1984 Program; Bunka dejitaru raiburarii,Seishu-05,1216,"[12483, 51933, 51938, 51940, 51941, 51942]",Heiji's mother,Heiji haha,平治母,[122],へいじはは
1206,August 1984 Program; Bunka dejitaru raiburarii,Seishu-06,1217,"[12479, 12480, 12481, 12482]",Hikosaku,Shōya Hikosaku,庄屋彦作,[122],ひこさく
1207,August 1984 Program; Bunka dejitaru raiburarii,Seishu-07,1218,"[12483, 12486, 12487, 51939, 51949, 51950, 51952]",Tomoishi,Segare Tomoishi,伜友石,[122],ともいし
1208,August 1984 Program,Seishu-08,1219,[nan],Hyogo,Daikan Okumura Hyōgo,代官奥村兵庫,[122],おくむらひょうご
1209,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-01,1220,[nan],Inagawa,Inagawa,猪名川,[52],いながわ
1210,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-02,1221,[nan],Tetsugatake,Tetsugatake,鉄ヶ嶽,[52],てつがたけ
1211,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-03,1222,[nan],Otowa,Nyōbō Otowa,女房おとわ,[52],おとわ
1212,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-04,1223,[nan],Saemon,Ōzakaya,大坂屋,[52],おおざかや
1213,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-05,1224,[nan],Crier,Yobizukai,呼遣い,[52],よびづかい
1214,July 1986 Program; Bunka dejitaru raiburarii,Sekitori-06,1225,[nan],Shichibei,Kitanoya,北野屋,[52],きたのや
1215,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-01,1226,"[10402, 10403, 10404, 10405, 10406, 10407, 10408, 10409, 10410, 10411, 10413, 10414, 10415, 10416, 10417, 10418, 10419, 10420, 10421, 10422, 10423, 10424, 10425, 10426, 10429, 10430, 10431, 10432, 10433, 10434, 10435, 10436, 10437, 10438, 10439, 10440, 10441, 10442, 10443, 10444, 10445, 10446, 10447, 10448, 10449, 10450, 10451, 10453, 45978, 46223, 46224, 46225, 46226, 46227, 46228, 46229, 46236, 46237, 46238, 46239, 49145, 49147, 50015, 50016, 50017, 50018, 50019, 50020, 50021, 50022, 50023, 50024, 50025, 50026, 50027, 50028, 50029, 50030, 50031, 50032, 50033, 50034, 50035, 50036, 50037, 50038, 50039, 50040, 50041, 50076, 50077, 50078, 50079, 50080, 50081, 50082, 50083, 50084, 50085, 50086, ...]",Tamate-Gozen,Tamate Gozen,玉手御前,[75],たまてごぜん
1216,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-02,1227,"[10378, 10379, 10388, 10392, 10395, 10425, 10426, 10428, 10429, 10430, 10451, 10452, 10453, 45978, 45980, 46222, 46223, 46227, 46228, 46229, 46237, 46238, 46239, 49148, 49150, 49151, 49152, 50005, 50011, 50012, 50030, 50032, 50033, 50034, 50035, 50042, 50087, 50089, 50090, 50092, 50093, 50094, 50095, 50096, 50097, 50098, 57595, 57596, 57598, 57599, 57600, 57601, 57602, 57603, 57604, 57608, 57618, 57619, 57622, 57623, 57629, 57630, 57631, 57632, 57633, 57634, 57635, 57636, 57637, 57638, 57639, 57640, 57641, 57647, 57648, 57650, 57651, 57652, 57653]",Shuntokumaru,Takayasu Shuntokumaru,高安俊徳丸,[75],たかやすしゅんとくまる
1217,"September 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-03,1228,[nan],Heima,Tsuboi Heima,壺井平馬,[75],つぼいへいま
1218,September 1973 Program; Bunka dejitaru raiburarii,Sesshu-04,1229,[nan],Zusho,Zusho,桟図書,[75],ずしょ
1219,"September 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-05,1230,"[10387, 10393, 10394, 46222, 46223, 50010, 50011, 52276, 57597, 57627, 57628, 57648, 57649, 57650, 57652, 57653]","Irihei, a servant",Yakko Irihei,奴入平,[75],いりへい
1220,"September 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-06,1231,"[9052, 10380, 10381, 10382, 10383, 10384, 10385, 10386, 10396, 10397, 10412, 10435, 10436, 10437, 10439, 10447, 45978, 46222, 46223, 46227, 46229, 46236, 46237, 46238, 46239, 46240, 49146, 50006, 50007, 50008, 50013, 50014, 50029, 50039, 50040, 50041, 50076, 50077, 50078, 50079, 50082, 50083, 50084, 50088, 50096, 50097, 50098, 50099, 50100, 52276, 52289, 57588, 57608, 57609, 57610, 57611, 57612, 57613, 57614, 57615, 57616, 57617, 57618, 57619, 57621, 57622, 57627, 57628, 57639, 57640, 57641, 57642, 57643, 57644, 57645, 57646, 57649, 57650, 57651, 57652]",Gappo,Gappō Dōshin,合邦道心 (親合邦),[75],がっぽうどうしん（おやがっぽう）
1221,"September 1973 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Sesshu-07,1232,"[10387, 10388, 10390, 10391, 10392, 10395, 10398, 10399, 10400, 10427, 10428, 10431, 10432, 10433, 10434, 46222, 46223, 46227, 46228, 46229, 46239, 50009, 50010, 50011, 50012, 50032, 50036, 50037, 50038, 50039, 50042, 50098, 57595, 57601, 57602, 57605, 57606, 57607, 57608, 57623, 57630, 57631, 57635, 57636, 57637, 57638, 57640, 57641, 57647, 57648, 57650, 57652, 57653, 57920]",Asakahime,Asaka Hime,浅香姫,[75],あさかひめ
1222,September 1973 Program; Bunka dejitaru raiburarii,Sesshu-08,1233,"[9051, 10401, 10412, 10414, 10416, 10417, 10418, 10436, 10437, 10448, 10449, 10450, 45978, 46225, 46227, 46229, 46237, 46238, 46239, 49146, 49147, 50021, 50022, 50040, 50041, 50085, 50088, 50089, 50097, 57574, 57575, 57576, 57577, 57578, 57579, 57580, 57581, 57586, 57587, 57588, 57589, 57590, 57591, 57592, 57594, 57609, 57610, 57611, 57619, 57620, 57621, 57622, 57628, 57629, 57641, 57642, 57643, 57644, 57645, 57646, 57649, 57650, 57651, 57652, 57653]",Gappo's wife,Gappō nyōbō,合邦女房,[75],がっぽうにょうぼ
1223,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-01,1234,[nan],Jurojin,Jurōjin,寿老人,[53],じゅろういん
1224,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-02,1235,[nan],Hotei,Hotei,布袋,[53],ほてい
1225,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-03,1236,[nan],Daikokuten,Daikokuten,大黒天,[53],だいこくてん
1226,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-04,1237,[nan],Benzaiten,Benzaiten,弁財天,[53],べんざいてん
1227,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-05,1238,[nan],Fukurokuju,Fukurokuju,福禄寿,[53],ふくろくじゅ
1228,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-06,1239,[nan],Ebisu,Ebisu,恵比須,[53],えびす
1229,January 1986 Program; Bunka dejitaru raiburarii,Shichifukujin-07,1240,[nan],Bishamon,Bishamon,毘沙門,[53],びしゃもん
1230,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-01,1241,"[10269, 10270, 10273, 10274, 10275, 10276, 10313, 10314, 10315, 10320, 10321, 10324, 10328, 10329, 10368, 46207, 46210, 49936, 49937, 49938, 49939, 49956, 49957]",Usuyuki,Usuyuki Hime,薄雪姫,[56],うすゆきひめ
1231,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-02,1242,"[10310, 10314, 10323, 10324, 46207, 46210, 49935, 49957]",Magaki,Koshimoto Magaki,腰元籬,[56],まがき
1232,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-03,1243,"[10271, 10275, 10276, 10310, 10320, 10321, 10322, 10323, 10326, 10339, 10340, 10341, 10368, 46207, 46210, 46212, 49935, 49936, 49937, 49938, 49939, 49955, 49956, 49957, 49964, 49965, 49966, 49967]",Saemon,Sonobeno Saemon,園部左衛門,[56],そのべさえもん
1233,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-04,1244,"[10292, 46207, 46208, 49940, 49941, 49942, 49943, 49944]",Kuniyuki,Rai Kuniyuki,来国行,[56],らいくにゆき
1234,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-05,1245,"[10272, 10295, 10296, 10297, 10298, 10300, 10301, 10302, 10303, 10306, 10307, 10308, 10309, 10316, 46207, 46209, 46210, 49935, 49951, 49952, 49953, 49954]",Tsumahei,Yakko Tsumahei,奴妻平,[56],つまへい
1235,September 1980 Program; Bunka dejitaru raiburarii,Shin-06,1246,[49934],Chief priest of the Kiyomizu Temple,Kiyomizudera jūshoku,清水寺住職,[56],きよみずでらじゅうしょく
1236,September 1980 Program; Bunka dejitaru raiburarii,Shin-07,1247,[nan],Priest of the Kiyomizu Temple,Kiyomizudera jisō,清水寺寺僧,[56],きよみずでらじそう
1237,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-08,1248,"[10277, 10278, 10279, 10280, 10281, 10282, 10350, 10351, 10352, 10353, 10357, 10358, 10359, 10361, 10364, 10368, 10369, 46208, 46218, 46219, 46220, 49940, 49941, 49942, 49943, 49944, 49982, 49983, 49984, 49985, 49986, 49987, 49988, 49993, 49994]",Kunitoshi,Rai Kunitoshi,来国俊,[56],らいくにとし
1238,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-09,1249,"[10283, 10284, 10292, 10293, 10361, 10362, 10363, 10364, 10365, 10366, 10367, 46208, 46209, 46218, 46219, 46220, 49946, 49949, 49986, 49987, 49988, 49990, 49992, 49993, 49994, 52287]",Dankuro,Dankurō,団九郎,[56],だんくろう
1239,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-10,1250,"[10285, 10286, 10287, 10288, 10289, 10290, 10291, 10293, 10304, 10327, 46209, 46211, 49945, 49946, 49947, 49948, 49949, 49950, 49958]",Daizen Akizuki,Akizuki Daizen,秋月大膳,[56],あきづきだいぜん
1240,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-11,1251,"[10304, 10305, 10318, 49954]",Toma,Shibukawa Tōma,渋川藤馬,[56],しぶかわとうま
1241,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 361; Bunka dejitaru raiburarii",Shin-12,1252,"[10311, 10312, 10313, 10319, 10349, 46210, 49956, 49957, 49974, 49975, 62197, 62198]",Iganokami's wife,Saizaki no okugata,幸崎の奥方,[56],さいざきのおくがた
1242,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-13,1253,"[10325, 10335, 10336, 10338, 10347, 10349, 46211, 46212, 46213, 46214, 46215, 49962, 49963, 49968, 49969, 49970, 49971, 49972, 49973, 49974, 49975, 49976, 49977, 49978, 49979, 49980, 49981, 62197, 62198]",Iganokami,Saizaki Iganokami,幸崎伊賀守,[56],さいざきいがのかみ
1243,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-14,1254,[nan],Mimbu Katsuragi,Katsuragi Minbu,葛城民部,[56],かつらぎみんぶ
