pscene_id,play_id,production_id,performance_id,scene_id,spuck_note,tayu_shamisen_note
1083,14,106,388,4,"
","
"
1084,62,107,389,377,"
","
"
1085,62,107,389,378,Characters not appearing in this scene are omitted from the list on the program.,"
"
1086,62,107,389,379,"
","
"
1087,62,107,389,380,Characters not appearing in this scene are omitted from the list on the program.,"
"
1088,62,107,389,381,Characters not appearing in this scene are omitted from the list on the program.,"
"
1089,62,107,389,382,Characters not appearing in this scene are omitted from the list on the program.,"
"
1090,62,107,389,383,Characters not appearing in this scene are omitted from the list on the program.,"
"
1091,62,107,389,630,Characters not appearing in this scene are omitted from the list on the program.,"
"
1092,62,107,389,629,Characters not appearing in this scene are omitted from the list on the program.,"
"
1093,62,107,389,385,Characters not appearing in this scene are omitted from the list on the program.,"
"
1094,62,107,389,676,Characters not appearing in this scene are omitted from the list on the program.,"
"
1095,118,50,181,317,"
","
"
1096,33,201,689,235,"
","
"
1097,73,201,688,565,"
","
"
1098,73,201,688,566,"
","
"
1099,29,203,691,163,"
","
"
1100,24,202,690,110,"
","
"
1101,59,37,97,678,"
","
"
1102,40,39,102,673,"
","
"
1103,40,39,102,677,"
","
"
1104,60,48,172,674,"
","
"
1105,26,108,394,131,"
","
"
1106,26,108,394,132,"
","
"
1107,26,108,394,133,"
","
"
1108,26,108,394,402,"
","
"
1109,59,108,395,369,"
","
"
1110,59,108,395,678,"
","
"
1111,120,108,396,140,"
","
"
1112,32,108,397,232,"
","
"
1113,32,108,397,233,"
","
"
1114,32,108,397,234,"
","
"
1115,93,109,398,61,"
","
"
1116,139,109,401,85,"
","
"
1117,139,109,401,86,"
","
"
1118,139,109,401,87,Characters not appearing in this scene are omitted from the list on the program.,"
"
1119,139,109,401,88,Characters not appearing in this scene are omitted from the list on the program.,"
"
1120,139,109,401,89,Characters not appearing in this scene are omitted from the list on the program.,"
"
1121,139,109,401,90,"
","
"
1122,139,109,401,91,"
","
"
1123,18,109,399,55,Toyomatsu Seijūrō appears in place of Kiritake Kanjūrō in Adachi's photographs.,"
"
1124,47,109,400,287,"
","
"
1125,36,110,402,239,"
","
"
1126,36,110,402,240,Characters not appearing in this scene are omitted from the list on the program.,"
"
1127,36,110,402,241,Characters not appearing in this scene are omitted from the list on the program.,"
"
1128,92,110,403,320,"
","
"
1129,52,110,404,325,"
","
"
1130,52,110,404,611,"
","
"
1131,22,110,405,83,"
","
"
1132,22,110,405,84,"
","
"
1133,4,110,406,333,"
","
"
1134,4,110,406,334,"
","
"
1135,4,110,406,335,"
","
"
1136,63,111,407,215,"Tamamatsu played Kampei from Dec. 8-14, and Kotama played from Dec. 15-20. Characters not appearing in this scene are omitted from the list on the program.","
"
1137,63,111,407,216,"Tamamatsu played Kampei from Dec. 8-14, and Kotama played from Dec. 15-20. Characters not appearing in this scene are omitted from the list on the program.","
"
1138,63,111,407,217,"Monju, Bunjaku, Kazuo and Tamamatsu played from Dec. 8-14; and Kotama, Minosuke, Minotarō and Kotama played from Dec. 15-20. Characters not appearing in this scene are omitted from the list on the program.","Rodayū played from Dec. 8-14, and Sakitayū played from Dec. 15-20."
1139,63,111,407,218,"Tamamatsu, Monju, Kotama, Bunjaku and Kazuo played from Dec. 8-14; and Kotama, Itchō, Tamamatsu, Minosuke and Minotarō played from Dec. 15-20. Characters not appearing in this scene are omitted from the list on the program.","Sakitayū and Seisuke played from Dec. 8-14, and Rodayū and Seitomo played from Dec. 15-20."
1140,63,111,407,219,"Minosuke, Itchō, Tamao and Monju played from Dec. 8-14, and Bunjaku, Monju, Seijūrō and Itchō played from Dec. 15-20.","
"
1141,63,111,407,220,"Minotarō played Konami from Dec. 8-14, and Kazuo played from Dec. 15-20.","Seitomo and Enjirō played from Dec. 8-14, and Seisuke and Danji played from Dec. 15-20."
1142,46,112,408,278,"
","
"
1143,168,112,413,249,"
","
"
1144,16,112,409,46,"
","
"
1145,16,112,409,47,"
","
"
1146,116,112,410,246,"
","
"
1147,75,112,411,326,"
","
"
1148,75,112,411,613,"
","
"
1149,3,112,412,361,Characters not appearing in this scene are omitted from the list on the program.,"
"
1150,3,112,412,362,Characters not appearing in this scene are omitted from the list on the program.,"
"
1151,3,112,412,363,"
","
"
1154,1,113,414,309,"
","
"
1155,1,113,414,310,Characters not appearing in this scene are omitted from the list on the program.,"
"
1156,1,113,414,311,Characters not appearing in this scene are omitted from the list on the program.,"
"
1157,1,113,414,312,Characters not appearing in this scene are omitted from the list on the program.,"
"
1158,40,113,415,255,"
","
"
1159,168,113,695,249,"
","
"
1160,40,113,415,256,"
","Komatsudayū and Katsuhei played from Feb. 13-20, and Rodayū and Seitomo played from Feb. 21-28."
1161,40,113,415,257,"
","
"
1162,40,113,415,258,"
","
"
1163,40,113,415,677,"
","
"
1164,4,113,416,333,"
","
"
1165,4,113,416,334,Characters not appearing in this scene are omitted from the list on the program.,"
"
1166,4,113,416,335,Characters not appearing in this scene are omitted from the list on the program.,"
"
1167,16,114,417,47,Puppet head information is not listed in the program (taken from other production information).,"
"
1168,82,114,418,101,Puppet head information is not listed in the program (taken from other production information).,"
"
1169,109,114,419,36,Puppet head information is not listed in the program (taken from other production information).,"
"
1170,3,114,420,361,Puppet head information is not listed in the program (taken from other production information).,"
"
1171,3,114,420,362,Puppet head information is not listed in the program (taken from other production information).,"
"
1172,3,114,420,363,Puppet head information is not listed in the program (taken from other production information).,"
"
1173,67,114,421,393,Puppet head information is not listed in the program (taken from other production information).,"
"
1174,79,115,422,172,"
","
"
1175,79,115,422,637,"
","
"
1176,79,115,422,173,"
","
"
1177,79,115,422,178,"
","
"
1178,79,115,422,179,"
","
"
1179,79,115,422,175,"
","
"
1180,79,115,422,176,"
","
"
1181,79,115,422,177,"
","
"
1182,79,115,422,180,"
","
"
1183,79,115,422,181,"
","
"
1184,79,115,422,182,"
","
"
1185,79,115,422,184,"
","
"
1186,79,115,422,185,"
","
"
1189,40,76,271,673,"
","
"
1190,40,76,271,677,"
","
"
1191,30,116,423,188,Bungo played Matasuke from May 15-22; and Tamakō played from May 23-30.,"Kichinosuke played from May 15-22, and Hachisuke played from May 23-30."
1192,30,116,423,189,Bungo played Matasuke from May 15-22; and Tamakō played from May 23-30.,"
"
1193,30,116,423,190,"
","
"
1194,30,116,423,191,Characters not appearing in this scene are omitted from the list on the program.,"
"
1195,30,116,423,192,Characters not appearing in this scene are omitted from the list on the program.,"
"
1196,30,116,423,193,"
","
"
1197,19,116,424,68,"
","
"
1198,19,116,424,69,"
","
"
1199,19,116,424,70,Characters not appearing in this scene are omitted from the list on the program.,"
"
1200,19,116,424,71,Characters not appearing in this scene are omitted from the list on the program.,"Enjirō played from May 15-22, and Danji played from May 23-30."
1201,78,117,425,123,"
","
"
1202,78,117,425,124,"
","
"
1203,78,117,425,125,"
","
"
1204,78,117,425,126,"
","
"
1205,71,117,426,292,"
","
"
1206,71,117,426,293,"
","
"
1207,71,117,426,295,"
","
"
1208,71,117,426,296,"
","
"
1209,141,117,427,390,"
","
"
1210,58,118,428,596,"
","
"
1211,58,118,428,601,"
","
"
1212,58,118,428,597,"
","
"
1213,58,118,428,598,"
","
"
1214,58,118,428,599,"
","
"
1215,58,118,428,600,"
","
"
1216,58,118,428,367,"
","
"
1217,58,118,428,589,Yoshida Bungo appears in place of Kiritake Kamematsu in Adachi's photographs.,"
"
1218,58,118,428,590,"
","
"
1219,58,118,428,592,"
","
"
1220,58,118,428,602,"
","
"
1221,58,118,428,593,"
","
"
1222,58,118,428,594,"
","
"
1223,6,118,429,19,"
","
"
1224,6,118,429,20,"
","
"
1225,110,119,430,477,"Tamakō played Shiro from Oct. 10-17, and Bungo played from Oct. 18-25.","
"
1226,110,119,430,478,"Tamakō played Shiro from Oct. 10-17, and Bungo played from Oct. 18-25.","
"
1227,110,119,430,479,"Tamakō played Shiro from Oct. 10-17, and Bungo played from Oct. 18-25.","
"
1228,110,119,430,480,"Bungo played Nanbei from Oct. 10-17, and Tamakō played from Oct. 18-25.","
"
1229,110,119,430,481,"Bungo and Hidetama played from Oct. 10-17, and Tamakō and Kōsuke played from Oct. 18-25.","
"
1230,110,119,430,482,"Tamakō played Shiro from Oct. 10-17, and Bungo played from Oct. 18-25.","
"
1231,110,119,430,483,"Bungo played Nanbei from Oct. 10-17, and Tamakō played from Oct. 18-25.","
"
1232,110,119,430,484,"
","
"
1233,110,119,430,485,"
","
"
1234,110,119,430,486,"
","
"
1237,110,120,431,482,"Wakatama, Kameji and Tamakō played from Dec. 7-13, and Tamae, Minojirō and Tamakō played from Dec. 14-19.","
"
1238,110,120,431,314,"Tamakō and Wakatama played from Dec. 7-13, and Bungo and Tamae played from Dec. 14-19.","
"
1239,110,120,431,475,"Tamakō and Wakatama played from Dec. 7-13, and Bungo and Tamae played from Dec. 14-19.","Komatsudayū and Seisuke played from Dec. 7-13, and Shimatayū and Seitomo played from Dec. 14-19."
1240,110,120,431,476,"Tamakō and Wakatama played from Dec. 7-13, and Bungo and Tamae played from Dec. 14-19.","Shimatayū and Seitomo played from Dec. 7-13, and Komatsudayū and Seisuke from Dec. 14-19."
1241,110,120,431,485,"Tamakō and Bungo switched their roles after Dec. 14.  Tamaya played Traveller from Dec. 7-13, and Tamaki played from Dec. 14-19.",Sakitayū and Rodayū switched their parts after Dec. 14; and Danshichi and Seiji switched their parts after Dec. 14.
1242,110,120,431,486,"Tamakō and Bungo switched their roles after Dec. 14.  Tamaya played Traveller from Dec. 7-13, and Tamaki played from Dec. 14-19.","
"
1243,73,121,432,575,"
","
"
1244,73,121,432,567,"
","
"
1245,73,121,432,576,"
","
"
1246,73,121,432,577,"
","
"
1247,73,121,432,579,"
","
"
1248,73,121,432,568,"
","
"
1249,73,121,432,569,"
","
"
1250,73,121,432,570,"
","
"
1251,73,121,432,571,"
","
"
1252,73,121,432,572,"
","
"
1253,73,121,432,573,"
","
"
1254,73,121,432,574,"
","
"
1255,73,121,432,580,"
","
"
1256,73,121,432,565,"
","
"
1257,73,121,432,566,"
","
"
1258,28,122,433,150,"
","
"
1259,28,122,433,151,"
","
"
1260,28,122,433,152,"
","Orimidayū played from Feb. 12-19, and Nantodayū played from Feb. 20-27."
1261,76,122,434,29,"
","
"
1262,76,122,434,30,"
","
"
1263,76,122,434,31,"
","
"
1264,61,122,435,376,"
","
"
1265,61,122,435,620,"
","
"
1266,61,122,435,621,"
","
"
1267,61,122,435,622,"
","
"
1268,61,122,435,623,"
","Mojiedayū played from Feb. 12-19, and Mojihisadayū played from Feb. 20-27."
1269,68,123,436,316,"
","
"
1270,68,123,436,492,"
","
"
1271,68,123,436,493,"
","
"
1272,68,123,436,494,"
","
"
1273,6,123,437,19,"
","
"
1274,62,123,438,629,"
","
"
1275,80,123,439,336,"Wakatama played Oyoshi from April 9-17, and Tamae played from April 18-25.","
"
1276,27,123,440,147,"
","
"
1277,27,123,440,148,"
","
"
1278,90,124,441,472,"
","
"
1279,90,124,441,307,"Bungo played Shitobei, in fact Byoe, from May 7-14, and Tamaō played from May 15-22.","
"
1280,90,124,441,473,"Bungo played Shitobei, in fact Byoe, from May 7-14, and Tamakō played from May 15-22.","
"
1281,90,124,441,470,"Bungo played Shitobei, in fact Byoe, from May 7-14, and Tamakō played from May 15-22.","
"
1282,90,124,441,474,"Tamakō played Tokimasa from May 7-14, and Bungo played from May 15-22.","
"
1283,11,124,442,194,"Seizaburō played Page from May 7-14, and Kan'ya played from May 15-22.","
"
1284,11,124,442,196,"
","Kin'ya played from May 7-14, and Enjirō played from May 15-22."
1285,11,124,442,197,"
","
"
1286,11,124,442,198,"
","
"
1287,11,124,442,199,"
","
"
1288,11,124,442,200,"
","Shimatayū played from May 7-14, and Rodayū played from May 15-22."
1289,11,124,442,201,"
","
"
1290,11,125,701,194,"
","
"
1291,11,125,701,196,"
","
"
1292,11,125,701,197,"
","
"
1293,11,125,701,198,"
","
"
1294,11,125,701,199,"
","
"
1295,61,125,444,376,"
","
"
1296,61,125,444,620,"
","
"
1297,61,125,444,621,"
","
"
1298,61,125,444,623,"
","
"
1299,64,125,445,104,"
","
"
1300,64,125,445,105,"
","
"
1301,60,125,446,370,"
","
"
1302,60,125,446,674,"
","
"
1303,60,125,446,675,"
","
"
1304,31,125,447,226,"
","
"
1305,48,126,448,288,"
","
"
1306,48,126,448,458,"
","
"
1307,57,126,449,352,"
","
"
1308,57,126,449,353,"
","
"
1309,57,126,449,354,"
","
"
1310,142,126,452,227,"
","
"
1311,142,126,452,228,"
","
"
1312,82,126,450,101,"
","
"
1313,138,126,451,33,"
","
"
1314,48,127,453,288,"
","
"
1315,48,127,453,458,"
","
"
1316,82,127,454,101,"
","
"
1317,47,127,455,287,"
","
"
1318,119,127,456,301,"
","
"
1319,2,127,457,531,"
","
"
1320,2,127,457,330,"
","
"
1321,2,127,457,331,"
","
"
1322,2,127,457,532,"
","
"
1323,27,129,458,141,"
","
"
1324,27,129,458,142,"
","Rodayū and Yasaburō played from Dec. 9-13, and Sakitayū and Hachisuke played from Dec. 14-18."
1325,27,129,458,143,"
","
"
1326,27,129,458,144,"
","Matsukadayū, Tsukunidayū, Seitomo and Yasaburō played from Dec. 9-13, and Hanabusadayū, Tsukomadayū, Seisuke and Hachisuke played from Dec. 14-18."
1327,27,129,458,145,Characters not appearing in this scene are omitted from the list on the program.,"
"
1328,27,129,458,146,Characters not appearing in this scene are omitted from the list on the program.,"Sakitayū and Danji played from Dec. 9-13, and Rodayū and Kin'ya played from Dec. 14-18."
1329,27,129,458,147,Characters not appearing in this scene are omitted from the list on the program.,"Komatsudayū played from Dec. 9-13, and Shimatayū played from Dec. 14-18."
1330,27,129,458,148,Characters not appearing in this scene are omitted from the list on the program.,"Shimatayū and Seisuke played from Dec. 9-13, and Komatsudayū and Seitomo played from Dec. 14-18."
1331,27,129,458,149,Characters not appearing in this scene are omitted from the list on the program.,"Danji played from Dec. 9-13, and Kin'ya played from Dec. 14-18."
1332,72,100,358,155,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1333,116,100,359,246,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1335,140,87,927,249,"
","
"
1338,62,78,281,383,"
","
"
1339,62,78,281,630,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1340,62,78,281,629,"
","
"
1341,62,78,281,385,"
","
"
1342,59,69,252,678,Puppet head information is not listed in the program (taken from other production information).,"
"
1343,60,32,115,617,Puppet head information is not listed in the program (taken from other production information).,"
"
1344,72,130,460,411,"
","
"
1345,72,130,460,412,"
","
"
1346,72,130,460,153,"
","
"
1347,72,130,460,154,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1348,72,130,460,155,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1349,72,130,460,413,"
","
"
1350,72,130,460,414,"
","
"
1351,72,130,460,156,"
","
"
1352,72,130,460,157,"
","
"
1353,72,130,460,158,"
","
"
1354,72,130,460,416,"
","
"
1355,2,131,554,330,Characters not appearing in this scene are omitted from the list on the program.,"
"
1356,2,131,554,331,Characters not appearing in this scene are omitted from the list on the program.,"
"
1357,2,131,554,332,Characters not appearing in this scene are omitted from the list on the program.,"
"
1358,3,131,555,361,Characters not appearing in this scene are omitted from the list on the program.,"
"
1359,3,131,555,362,Characters not appearing in this scene are omitted from the list on the program.,"
"
1360,3,131,555,363,Characters not appearing in this scene are omitted from the list on the program.,"
"
1361,1,131,556,309,Characters not appearing in this scene are omitted from the list on the program.,"
"
1362,1,131,556,310,Characters not appearing in this scene are omitted from the list on the program.,"
"
1363,1,131,556,311,Characters not appearing in this scene are omitted from the list on the program.,"
"
1364,1,131,556,312,Characters not appearing in this scene are omitted from the list on the program.,"
"
1365,100,132,461,263,"
","
"
1366,62,132,462,379,"
","
"
1367,62,132,462,383,Characters not appearing in this scene are omitted from the list on the program.,"
"
1368,62,132,462,630,Characters not appearing in this scene are omitted from the list on the program.,"
"
1369,62,132,462,380,Characters not appearing in this scene are omitted from the list on the program.,"
"
1370,62,132,462,381,Characters not appearing in this scene are omitted from the list on the program.,"
"
1371,62,132,462,382,Characters not appearing in this scene are omitted from the list on the program.,"
"
1372,62,132,462,629,Characters not appearing in this scene are omitted from the list on the program.,"
"
1373,62,132,462,385,Characters not appearing in this scene are omitted from the list on the program.,"
"
1374,100,133,463,263,"
","
"
1375,73,133,464,567,Characters not appearing in this scene are omitted from the list on the program.,"
"
1376,73,133,464,576,"Wakatama played Katsuno from May 12-19, and Kameji played from May 20-27. Yoshida Sakujūrō appeared in place of Yoshida Bungo in Adachi's and Joel Sackett's photographs. Characters not appearing in this scene are omitted from the list on the program.","
"
1377,73,133,464,577,"
","
"
1378,73,133,464,568,Characters not appearing in this scene are omitted from the list on the program.,"
"
1379,73,133,464,569,Characters not appearing in this scene are omitted from the list on the program.,"
"
1380,73,133,464,570,Characters not appearing in this scene are omitted from the list on the program.,"
"
1381,73,133,464,571,Characters not appearing in this scene are omitted from the list on the program.,"
"
1382,73,133,464,572,Characters not appearing in this scene are omitted from the list on the program.,"
"
1383,73,133,464,573,Characters not appearing in this scene are omitted from the list on the program.,"
"
1384,73,133,464,574,Characters not appearing in this scene are omitted from the list on the program.,"
"
1385,73,133,464,565,Yoshida Sakujūrō appeared in place of Yoshida Bungo in Adachi's photographs.,"
"
1386,73,133,464,566,Yoshida Sakujūrō appeared in place of Yoshida Bungo in Adachi's photographs.,"
"
1387,57,134,465,342,"
","
"
1388,57,134,465,345,"
","Shimatayū and Seisuke played from June 6-11, and Komatsudayū and Tomisuke played from June 12-17."
1389,57,134,465,350,"
","
"
1390,57,134,465,351,"
","
"
1391,57,134,465,352,"
","
"
1392,57,134,465,353,"
","Komatsudayū and Tomisuke played from June 6-11, and Shimatayū and Seisuke played from June 12-17."
1393,57,134,465,354,"
","
"
1394,57,134,465,355,"
","
"
1395,40,135,466,251,"
","
"
1396,40,135,466,252,"
","
"
1397,40,135,466,253,"
","
"
1398,40,135,466,672,"Bungo played Watonai from July 13-21, and Tamakō played from July 22-29.","
"
1399,40,135,466,673,"Bungo played Watonai from July 13-21, and Tamakō played from July 22-29.","
"
1400,40,135,466,255,"Bungo played Watonai from July 13-21, and Tamakō played from July 22-29.","
"
1401,40,135,466,256,"Bungo played Watonai from July 13-21, and Tamakō played from July 22-29.","
"
1402,40,135,466,677,"Bungo played Watonai from July 13-21, and Tamakō played from July 22-29.","
"
1403,34,135,467,236,"
","
"
1404,3,135,468,361,Characters not appearing in this scene are omitted from the list on the program.,"
"
1405,3,135,468,362,"Tamakō and Monju played from July 13-21, and Bungo and Itchō played from July 22-29. Characters not appearing in this scene are omitted from the list on the program.","
"
1406,3,135,468,363,Characters not appearing in this scene are omitted from the list on the program.,"
"
1407,15,137,473,8,"
","
"
1408,15,137,473,9,"
","
"
1409,15,137,473,10,"
","
"
1410,15,137,473,11,"
","
"
1411,15,137,473,12,"
","
"
1412,15,137,473,13,"
","
"
1413,122,137,474,324,Tamame and Minotarō switched their roles after Sept. 30.,"
"
1414,122,137,474,610,Tamame and Minotarō switched their roles after Sept. 30.,"
"
1415,13,137,475,265,"
","
"
1416,13,137,475,266,"
","
"
1417,126,137,476,14,"Monju played Rokurohime from Sept. 21-29, and Itchō played from Sept. 30- Oct. 7.","
"
1418,116,138,477,246,Puppet head information is not listed in the program (taken from other production information).,"
"
1419,73,138,478,565,Puppet head information is not listed in the program (taken from other production information).,"
"
1420,73,138,478,566,Puppet head information is not listed in the program (taken from other production information).,"
"
1421,24,138,479,110,Puppet head information is not listed in the program (taken from other production information).,"
"
1422,62,138,480,629,Puppet head information is not listed in the program (taken from other production information).,"
"
1423,29,139,481,421,Characters not appearing in this scene are omitted from the list on the program.,"Orimidayū played from Nov. 9-17, and Mojihisadayū played from Nov. 18-25."
1424,29,139,481,159,Characters not appearing in this scene are omitted from the list on the program.,"
"
1425,29,139,481,422,Characters not appearing in this scene are omitted from the list on the program.,"
"
1426,29,139,481,163,Characters not appearing in this scene are omitted from the list on the program.,"
"
1427,29,139,481,167,Characters not appearing in this scene are omitted from the list on the program.,"
"
1428,5,139,482,640,"
","
"
1429,5,139,482,358,"
","
"
1430,5,139,482,359,"
","
"
1431,5,139,482,360,"
","
"
1432,143,139,483,281,"
","Majiedayū and Nantodayū played from Nov. 9-17, and Nanshidayū and Nanjudayū played from Nov. 18-25."
1433,80,140,484,535,"
","
"
1434,80,140,484,336,"
","
"
1435,49,140,485,291,"Minotarō played Togashi from Dec. 11-17, and Tamame played from Dec. 18-23.","
"
1436,24,207,697,110,"Tamao, Monju, Kanju, Bunjaku, Sakujūrō and Bunshō played for the morning performances of Dec. 11, 13, 17, 19, 21 and the afternoon performances of Dec. 12, 14, 18, 20; Kanjūrō, Bungo, Kazuo, Minosuke, Tamakō and Itchō played for the morning performances of","Tokutayū and Kinshi played for the morning performances on Dec11, 13, 17, 19, 21 and afternoon performances on Dec 12, 14, 18, 20; Datejidayū and Katsuhei played for the morning performances on Dec 12, 14, 18, 20 and afternoon performances on Dec 11, 13, 1"
1438,63,142,1,204,"
","
"
1439,63,142,1,205,"
","
"
1440,63,142,1,208,"
","
"
1441,63,142,1,209,"
","
"
1442,63,142,1,210,"
","
"
1443,63,142,1,211,"
","
"
1444,63,142,1,212,Characters not appearing in this scene are omitted from the list on the program.,"
"
1445,63,142,1,213,"
","
"
1446,63,142,1,214,"
","
"
1447,63,142,1,215,Characters not appearing in this scene are omitted from the list on the program.,"
"
1448,63,142,1,216,"
","
"
1449,63,142,1,217,Characters not appearing in this scene are omitted from the list on the program.,"
"
1450,63,142,1,218,"
","
"
1451,63,142,1,219,"
","
"
1452,63,142,1,680,"
","
"
1453,70,142,489,371,"
","
"
1454,7,143,490,275,"Wakatama played Jinnai from Feb. 16-23, and Tamaya played from Feb. 24- March 3. Characters not appearing in this scene are omitted from the list on the program.","
"
1455,7,143,490,276,Characters not appearing in this scene are omitted from the list on the program.,"
"
1456,7,143,490,277,Characters not appearing in this scene are omitted from the list on the program.,"Mojihisadayū played from Feb. 16-23, and Orimidayū played from Feb. 24- March 3."
1457,8,143,491,169,"Wakatama played Palanquin bearer from Feb. 16-23, and Tamaya played from Feb. 24- Mar 3.","
"
1458,8,143,491,170,"Wakatama played Palanquin bearer from Feb. 16-23, and Tamaya played from Feb. 24- Mar 3.","
"
1459,8,143,491,171,"Wakatama played Palanquin bearer from Feb. 16-23, and Tamaya played from Feb. 24- Mar 3.","Nanshidayū played from Feb. 16-23, and Mojiedayū played from Feb. 24-March 3."
1460,4,143,492,333,Characters not appearing in this scene are omitted from the list on the program.,"
"
1461,4,143,492,334,Characters not appearing in this scene are omitted from the list on the program.,"
"
1462,4,143,492,335,Characters not appearing in this scene are omitted from the list on the program.,"Nantodayū played from Feb. 16-23, and Nanjudayū played from Feb. 24- March 3."
1463,42,144,493,681,"
","Chitosedayū played from April 7-14, and tsumaidayū played from April 15-22."
1464,170,144,708,249,"
","
"
1465,26,144,494,133,"
","
"
1466,26,144,494,402,"
","
"
1467,137,144,495,368,"
","
"
1468,66,144,496,79,"
","
"
1469,144,144,498,392,"
","
"
1470,83,144,497,34,Some puppet heads (kashira) for this production are not listed in the program (taken from other production information).,"
"
1471,42,145,499,681,"
","
"
1472,41,145,500,259,"
","
"
1473,170,145,709,249,"
","
"
1474,26,145,501,133,"
","
"
1475,26,145,501,402,"
","
"
1476,70,145,502,371,"
","
"
1477,16,145,503,46,"
","
"
1478,16,145,503,47,"
","
"
1479,37,145,504,399,"
","
"
1480,83,145,505,34,"
","
"
1481,119,146,506,301,"
","Nanshidayū, Orimidayū and Nantodayū played from June 5-10, and Mojiedayū, Mojihisadayū and Nanjudayū played from June 11-16."
1482,73,146,507,565,"
","Chitosedayū played from June 5-10, and Tsumaidayū played from June 11-16."
1483,73,146,507,566,"
","
"
1484,33,146,508,394,"
","Hanabusadayū played from June 5-10, and Midoridayū played from June 11-16."
1485,67,146,509,393,"
","
"
1486,71,147,510,292,"
","
"
1487,71,147,510,293,"
","
"
1488,71,147,510,294,"
","
"
1489,71,147,510,295,"
","
"
1490,71,147,510,296,"
","
"
1491,71,147,510,297,"
","
"
1492,28,147,511,150,"
","
"
1493,28,147,511,151,"
","
"
1494,28,147,511,152,"
","
"
1495,145,147,512,32,"
","
"
1496,58,148,513,367,"Kazuo played Hatsuhana from Aug. 17-24, and Minotarō played Aug. 25- Sept. 1.","
"
1497,58,148,513,589,"Kazuo played Hatsuhana from Aug. 17-24, and Minotarō played Aug. 25- Sept. 1.","
"
1498,18,148,514,55,"
","
"
1499,146,148,517,238,"
","
"
1500,93,148,515,60,Characters not appearing in this scene are omitted from the list on the program.,"
"
1501,93,148,515,61,Characters not appearing in this scene are omitted from the list on the program.,Konatarō played from Aug. 17-24 and Danshichi played from Aug. 25- Sept. 1.
1502,77,148,516,512,"
","
"
1503,77,148,516,609,"
","
"
1504,139,149,518,85,"
","
"
1505,139,149,518,86,"
","
"
1506,139,149,518,87,"
","
"
1507,139,149,518,88,"
","
"
1508,139,149,518,89,"
","
"
1509,139,149,518,90,"
","
"
1510,139,149,518,91,"
","
"
1511,139,149,518,92,"
","
"
1512,98,149,519,391,"
","
"
1513,18,149,520,55,"Bungo played Nuregami Chogoro Nuregami from Sept. 3- 21, and Tamakō played from Sept. 22-29.","
"
1514,16,151,521,46,"
","
"
1515,16,151,521,47,"
","
"
1516,127,151,522,388,"
","
"
1517,127,151,522,635,"
","
"
1518,127,151,522,636,"
","
"
1519,147,151,524,37,"
","
"
1520,148,151,525,357,"
","
"
1521,148,151,525,557,"
","
"
1522,148,151,525,558,"
","
"
1523,32,151,523,231,"
","
"
1524,32,151,523,232,Characters not appearing in this scene are omitted from the list on the program.,"
"
1525,32,151,523,233,Characters not appearing in this scene are omitted from the list on the program.,"
"
1526,32,151,523,234,"
","
"
1527,119,200,526,301,"
","
"
1528,72,200,527,154,"Bungo played Kumagai from Dec. 10-16, and Tamakō played from Dec. 17-22.","
"
1529,72,200,527,155,"Bungo played Kumagai from Dec. 10-16, and Tamakō played from Dec. 17-22.","
"
1530,72,200,527,156,"Tamakō played Magosaku from Dec. 10-16, and Bungo played from Dec. 17-22.","
"
1531,72,200,527,157,"Bungo played Kumagai from Dec. 10-16, and Tamakō played from Dec. 17-22.","
"
1532,72,200,527,158,"Bungo played Kumagai from Dec. 10-16, and Tamakō played from Dec. 17-22.","
"
1533,60,152,528,674,"
","
"
1534,60,152,528,675,"
","
"
1535,53,153,529,327,"
","
"
1536,149,153,533,282,"
","
"
1537,149,153,533,455,"
","
"
1538,150,153,534,261,"
","
"
1539,150,153,534,434,"
","Orimidayū and Nantodayū played from Jan. 3-14, and Mojihisadayū and Nanjudayū played from Jan. 15-26."
1540,87,153,530,267,"
","
"
1541,75,153,531,613,"
","
"
1542,109,153,532,35,"
","
"
1543,109,153,532,36,"
","
"
1544,24,154,535,109,"Kameji played Tomokata from Feb. 15-22, and Kan'ya played from  Feb. 23- March 2.","
"
1545,24,154,535,110,"
","
"
1546,24,154,535,111,"Kameji played Boatman from Feb. 15-22, and Kan'ya played from  Feb. 23- March 2.","
"
1547,148,154,536,357,Characters not appearing in this scene are omitted from the list on the program.,"
"
1548,148,154,536,557,Characters not appearing in this scene are omitted from the list on the program.,"
"
1549,148,154,536,558,Characters not appearing in this scene are omitted from the list on the program.,"
"
1550,136,154,537,272,"
","
"
1551,40,154,538,255,"
","
"
1552,40,154,538,256,"
","
"
1553,40,154,538,257,"
","
"
1554,40,154,538,258,"
","
"
1555,40,154,538,677,"
","
"
1556,79,155,539,172,"
","
"
1557,79,155,539,173,"
","
"
1558,79,155,539,174,"
","
"
1559,79,155,539,175,Characters not appearing in this scene are omitted from the list on the program.,"
"
