id,pscene_id,shamisen_id,shamisensub_id,shamisen_description,sortorder
1111,568,104,0,Kiri [Part 3],3
1112,569,67,0,,1
1113,570,41,0,Kuchi [Part 1],1
1114,570,46,0,Oku [Part2],2
1115,571,30,0,Kuchi [Part 1],1
1116,571,103,0,Oku [Part2],2
1117,572,8,0,,1
1118,573,3,0,,1
1119,574,67,0,,1
1120,574,30,0,Tsure [assistant player],2
1121,574,80,0,Tsure [assistant player],3
1122,574,42,0,Tsure [assistant player],4
1123,575,46,0,,1
1124,575,110,0,,2
1125,576,32,0,,1
1126,576,40,0,,2
1127,577,8,0,,1
1128,578,65,0,,1
1129,579,3,0,,1
1130,580,103,0,,1
1131,581,104,0,,1
1132,582,84,0,,1
1133,583,105,0,,1
1134,583,10,0,,2
1135,583,69,0,,3
1136,583,102,0,,4
1137,583,90,0,,5
1138,583,41,0,,6
1139,584,43,0,,1
1140,584,64,0,,2
1141,584,7,0,,3
1142,584,61,0,,4
1143,585,30,0,Kuchi [Part 1],1
1144,585,8,0,Oku [Part 2],2
1145,586,42,0,Kuchi [Part 1],1
1146,586,65,0,Kiri [Part 2],2
1147,586,64,0,Kiri [Part 2]: Tsure [assistant player],3
1148,587,3,0,Naka [Part 1],1
1149,587,32,0,Kiri [Part 2],2
1150,588,78,0,,1
1151,588,90,0,,2
1152,588,42,0,,3
1153,588,7,0,,4
1154,588,43,0,,5
1155,589,40,0,,1
1156,589,69,0,,2
1157,589,41,0,,3
1158,589,61,0,,4
1159,589,64,0,,5
1160,590,41,0,[Naka],1
1161,591,4,0,[Kiri],1
1162,592,61,0,,1
1163,593,30,0,Naka [Part 1],1
1164,593,67,0,Kiri [Part 2],2
1165,594,78,0,Mae [Part 1],1
1166,594,69,0,Ato [Part 2],2
1167,595,8,0,,1
1168,595,84,0,,2
1169,596,105,0,,1
1170,597,3,0,,1
1171,598,46,0,,1
1172,599,40,0,,1
1173,599,67,0,,2
1174,600,65,0,,1
1175,600,105,0,,2
1176,600,69,0,,3
1177,600,90,0,,4
1178,601,84,0,,1
1179,601,30,0,Tsure [assistant player],2
1180,602,84,0,,1
1181,602,30,0,Tsure [assistant player],2
1182,603,65,0,,1
1183,603,8,0,,2
1184,604,110,0,,1
1185,605,32,0,,1
1186,606,103,0,,1
1187,606,10,0,,2
1188,606,102,0,,3
1189,606,42,0,,4
1190,606,80,0,,5
1191,607,80,0,,1
1192,607,42,0,,2
1193,607,90,0,,3
1194,607,41,0,,4
1195,607,102,0,,5
1196,608,10,0,,1
1197,609,69,0,,1
1198,610,67,0,,1
1199,611,30,0,,1
1200,612,105,0,,1
1201,613,65,0,,1
1202,614,32,0,,1
1203,615,8,0,,1
1204,616,41,0,,1
1205,617,69,0,,1
1206,618,3,0,,1
1207,619,46,0,,1
1208,620,32,0,,1
1209,621,40,0,,1
1210,622,103,0,,1
1211,622,32,0,,2
1212,622,10,0,,3
1213,622,90,0,,4
1214,622,102,0,,5
1215,623,105,0,,1
1216,624,84,0,,1
1217,625,30,0,,1
1218,626,67,0,,1
1219,626,8,0,,2
1220,627,69,0,,1
1221,627,80,0,Tsure [assistant player],2
1222,628,84,0,,1
1223,629,105,0,,1
1224,629,90,0,Tsure [assistant player],2
1225,630,10,0,,1
1226,630,46,0,,2
1227,631,103,0,,1
1228,632,67,0,,1
1229,632,30,0,Tsure [assistant player],2
1230,633,3,0,,1
1231,633,32,0,,2
1232,633,40,0,,3
1233,634,65,0,,1
1234,634,105,0,,2
1235,634,10,0,,3
1236,634,102,0,,4
1237,634,90,0,,5
1238,634,41,0,,6
1239,635,3,0,,1
1240,635,105,0,,2
1241,635,90,0,,3
1242,635,80,0,,4
1243,636,10,0,,1
1244,637,69,0,Naka [Part 1],1
1245,637,67,0,Tsugi [Part 2],2
1246,637,84,0,Kiri [Part 3],3
1247,638,67,0,Naka [Part 1],1
1248,638,46,0,Oku [Part2],2
1249,639,10,0,Naka [Part 1],1
1250,639,8,0,Oku [Part2],2
1251,640,40,0,,1
1252,641,105,0,Tsugi [Part 1],1
1253,641,32,0,Kiri [Part 2],2
1254,642,105,0,,1
1255,642,32,0,,2
1256,643,103,0,,1
1257,643,65,0,,2
1258,643,30,0,,3
1259,643,102,0,,4
1260,643,41,0,,5
1261,643,42,0,,6
1262,644,10,0,,1
1263,645,65,0,,1
1264,646,30,0,,1
1265,647,46,0,,1
1266,648,40,0,Mae [Part 1] (Seyama),1
1267,648,84,0,Ato [Part 2] (Seyama),2
1268,648,103,0,Mae [Part 1] (Imoyama),3
1269,648,32,0,Ato [Part 2] (Imoyama),4
1270,649,3,0,,1
1271,650,103,0,,1
1272,651,104,0,,1
1273,651,67,0,,2
1274,651,105,0,,3
1275,651,90,0,,4
1276,651,80,0,,5
1277,651,42,0,,6
1278,652,102,0,,1
1279,652,41,0,,2
1280,652,67,0,,3
1281,653,105,0,,1
1282,654,8,0,,1
1283,655,69,0,,1
1284,656,69,0,,1
1285,657,65,0,,1
1286,658,30,0,,1
1287,659,67,0,,1
1288,660,40,0,Mae [Part 1] (Seyama),1
1289,660,84,0,Ato [Part 2] (Seyama),2
1290,660,103,65,Mae [Part 1] (Imoyama),3
1291,660,32,0,Ato [Part 2] (Imoyama),4
1292,661,102,0,,1
1293,662,10,0,Naka [Part 1],1
1294,662,8,0,Tsugi [Part 2],2
1295,662,80,0,Tsugi [Part 2]: Tsure [assistant player],3
1296,662,40,0,Oku [Part 3],4
1297,663,105,0,Kuchi [Part 1],1
1298,663,46,0,Oku [Part2],2
1299,664,104,0,,1
1300,664,67,0,,2
1301,664,105,0,,3
1302,664,41,0,,4
1303,664,42,0,,5
1304,665,90,0,Kuchi [Part 1],1
1305,665,103,0,Naka [Part 2],2
1306,665,3,0,Tsugi [Part 3],3
1307,665,8,0,Oku [Part4],4
1308,666,90,0,,1
1309,666,103,0,,2
1310,666,3,0,,3
1311,666,8,0,,4
1312,667,90,0,,1
1313,667,103,0,,2
1314,667,3,0,,3
1315,667,8,0,,4
1316,668,105,0,,1
1317,669,3,0,,1
1318,670,8,0,,1
1319,670,84,0,,2
1320,671,65,0,,1
1321,671,105,0,,2
1322,671,30,0,,3
1323,671,90,0,,4
1324,672,67,0,,1
1325,673,32,0,,1
1326,673,103,0,,2
1327,674,40,0,,1
1328,674,67,0,,2
1329,674,10,0,,3
1330,674,69,0,,4
1331,674,102,0,,5
1332,675,69,0,,1
1333,676,67,0,,1
1334,677,8,0,,1
1335,678,3,0,,1
1336,678,90,0,Tsure [Assistant Player],2
1337,679,32,0,,1
1338,679,30,0,Tsure [assistant player],2
1339,680,46,0,,1
1340,680,40,0,,2
1341,681,103,0,,1
1342,681,67,0,,2
1343,681,30,0,,3
1344,681,90,0,,4
1345,681,102,0,,5
1346,681,80,0,,6
1347,682,105,0,,1
1348,683,84,0,,1
1349,684,65,0,,1
1350,686,67,0,,1
1351,686,105,0,,2
1352,686,10,0,,3
1353,686,30,0,,4
1354,687,84,0,,1
1355,688,103,0,,1
1356,688,30,0,Tsure [assistant player],2
1357,689,69,0,,1
1358,690,32,0,,1
1359,691,105,0,,1
1360,692,40,0,,1
1361,693,65,0,,1
1362,694,102,0,Tsure [assistant player],1
1363,695,30,0,,1
1364,695,46,0,,2
1365,695,41,0,,3
1366,696,67,0,,1
1367,696,32,0,,2
1368,697,69,0,,1
1369,697,8,0,,2
1370,698,65,0,,1
1371,699,103,0,,1
1372,699,105,0,,2
1373,699,30,0,,3
1374,699,90,0,,4
1375,699,102,0,,5
1376,699,80,0,,6
1377,699,42,,,7
1378,700,10,0,Part 1,1
1379,700,104,0,Part 2,2
1380,701,105,0,Naka [Part 1],1
1381,701,67,0,Oku [Part2],2
1382,702,3,0,,1
1383,703,84,0,,1
1384,704,65,0,Naka [Part 1],1
1385,704,40,0,Oku [Part2],2
1386,705,104,0,,1
1387,706,30,0,,1
1388,706,67,0,,2
1389,707,3,0,,1
1390,708,84,0,,1
1391,709,46,0,,1
1392,709,40,0,,2
1393,710,105,0,,1
1394,710,69,0,,2
1395,710,90,0,,3
1396,710,80,0,,4
1397,711,65,0,,1
1398,712,65,0,,1
1399,713,32,0,,1
1400,714,103,0,,1
1401,714,10,0,,2
1402,714,41,0,,3
1403,714,102,0,,4
1404,714,42,0,,5
1405,715,8,0,,1
1406,715,105,0,Tsure [assistant player],2
1407,716,10,0,,1
1408,717,10,0,,1
1409,718,104,0,,1
1410,719,65,0,,1
1411,720,8,0,,1
1412,721,80,0,,1
1413,722,30,0,,1
1414,723,3,0,,1
1415,724,67,0,,1
1416,725,32,0,,1
1417,726,40,0,,1
1418,727,103,0,,1
1419,727,105,0,,2
1420,727,102,0,,3
1421,727,41,0,,4
1422,727,42,0,,5
1423,728,69,0,,1
1424,729,84,0,,1
1425,730,90,0,,1
1426,731,69,0,,1
1427,732,105,0,,1
1428,732,67,0,,2
1429,733,10,0,,1
1430,734,90,0,,1
1431,735,80,0,,1
1432,735,42,0,,2
1433,735,32,0,,3
1434,735,67,0,,4
1435,736,105,0,,1
1436,736,30,0,,2
1437,736,5,0,,3
1438,736,41,0,,4
1439,736,42,0,,5
1440,736,80,0,,6
1441,779,105,0,,1
1442,779,30,0,,2
1443,779,69,0,,3
1444,779,102,0,,4
1445,779,42,0,,5
1446,780,3,0,,1
1447,780,80,0,Tsure [assistant player],2
1448,781,40,0,,1
1449,782,84,0,,1
1450,783,103,0,,1
1451,784,104,0,,1
1452,784,105,0,,2
1453,784,10,0,,3
1454,784,102,0,,4
1455,784,40,0,,5
1456,785,67,0,,1
1457,785,10,0,,2
1458,785,69,0,,3
1459,785,41,0,,4
1460,785,90,0,,5
1461,786,32,0,,1
1462,788,65,0,Part 1,1
1463,788,90,0,Part 1: Tsure [assistant player],2
1464,788,8,0,Part 2,3
1465,788,41,0,Part 2: Tsure [assistant player],4
1466,789,3,0,,1
1467,790,105,0,,1
1468,790,10,0,,2
1469,790,69,0,,3
1470,790,90,0,,4
1471,790,143,0,,5
1472,791,67,0,,1
1473,792,46,0,,1
1474,793,10,0,,1
1475,794,104,0,,1
1476,795,32,0,,1
1477,796,8,0,,1
1478,796,105,0,Tsure [assistant player],2
1479,797,40,0,,1
1480,798,10,0,Part 1,1
1481,798,84,0,Kiri [Part 2],2
1482,799,65,0,,1
1483,800,103,0,,1
1484,801,103,0,,1
1485,801,42,0,,2
1486,802,65,0,,1
1487,802,30,0,,2
1488,802,41,0,,3
1489,802,102,0,,4
1490,802,80,0,,5
1491,803,143,0,,1
1492,803,42,0,,2
1493,803,80,0,,3
1494,803,41,0,,4
1495,803,102,0,,5
1496,803,90,0,,6
1497,804,105,0,,1
1498,805,40,0,,1
1499,806,80,0,,1
1500,806,42,0,,2
1501,806,46,0,,3
1502,807,104,0,,1
1503,808,84,0,,1
1504,809,61,0,,1
1505,809,143,0,,2
1506,809,42,0,,3
1507,809,80,0,,4
1508,809,90,0,,5
1509,809,41,0,,6
1510,809,102,,,7
1511,809,69,,,8
1512,809,30,,,9
1513,809,10,,,10
1514,810,61,0,,1
1515,810,143,0,,2
1516,810,42,0,,3
1517,810,80,0,,4
1518,810,90,0,,5
1519,810,41,0,,6
1520,810,102,,,7
1521,810,69,,,8
1522,810,30,,,9
1523,810,10,,,10
1524,811,90,0,Part 1,1
1525,811,65,0,Oku [Part2],2
1526,812,69,0,,1
1527,813,30,0,Naka [Part 1],1
1528,813,3,0,Oku [Part2],2
1529,814,46,0,,1
1530,815,69,0,Kuchi [Part 1],1
1531,815,103,0,Oku [Part2],2
1532,816,65,0,,1
1533,817,10,0,Naka [Part 1],1
1534,817,105,0,Tsugi [Part 2],2
1535,817,84,0,Kiri [Part 3],3
1536,818,10,0,Naka [Part 1],1
1537,818,8,0,Oku [Part2],2
1538,819,67,0,,1
1539,820,40,0,,1
1540,821,30,0,Naka [Part 1],1
1541,821,104,0,Tsugi [Part 2],2
1542,822,32,0,,1
1543,823,105,0,,1
1544,824,67,0,,1
1545,824,10,0,,2
1546,824,30,0,,3
1547,824,102,0,,4
1548,825,67,0,,1
1549,825,105,0,,2
1550,825,10,0,,3
1551,825,90,0,,4
1552,825,102,0,,5
1553,825,80,0,,6
1554,826,67,0,,1
1555,826,10,0,Tsure [assistant player],2
1556,826,80,0,Tsure [assistant player],3
1557,2669,104,0,,1
1558,2669,40,0,,2
1559,2669,8,0,,3
1560,2669,103,0,,4
1561,2669,3,0,,5
1562,2669,84,0,,6
1563,2669,46,,,7
1564,828,67,0,,1
1565,828,10,0,Tsure [assistant player],2
1566,828,102,0,Tsure [assistant player],3
1567,829,3,0,,1
1568,830,69,0,,1
1569,830,65,0,,2
1570,831,8,0,,1
1571,832,30,0,,1
1572,832,84,0,,2
1573,832,90,0,Tsure [assistant player],3
1574,833,103,0,,1
1575,833,105,0,,2
1576,833,41,0,,3
1577,833,90,0,,4
1578,833,42,0,,5
1579,833,40,0,,6
1580,834,10,0,,1
1581,834,32,0,,2
1582,835,46,0,,1
1583,836,105,0,,1
1584,837,40,0,,1
1585,838,67,0,,1
1586,838,10,0,,2
1587,838,41,0,,3
1588,838,80,0,,4
1589,838,61,0,,5
1590,839,10,0,,1
1591,839,30,0,,2
1592,839,41,0,,3
1593,839,80,0,,4
1594,840,65,0,,1
1595,841,105,0,Naka [Part 1],1
1596,841,8,0,Oku [Part2],2
1597,842,3,0,,1
1598,843,67,0,,1
1599,844,32,0,,1
1600,845,40,0,,1
1601,845,69,0,Tsure [assistant player],2
1602,846,65,0,,1
1603,847,46,0,,1
1604,847,84,0,,2
1605,848,103,0,,1
1606,848,105,0,,2
1607,848,90,0,,3
1608,848,42,0,,4
1609,848,40,0,,5
1610,849,103,0,,1
1611,849,105,0,,2
1612,849,90,0,,3
1613,849,42,0,,4
1614,849,40,0,,5
1615,850,67,0,,1
1616,851,61,0,,1
1617,851,42,0,,2
1618,851,80,0,,3
1619,851,90,0,,4
1620,851,41,0,,5
1621,852,10,0,,1
1622,853,67,0,,1
1623,854,30,0,,1
1624,855,105,0,,1
1625,856,46,0,,1
1626,857,67,0,,1
1627,858,32,0,,1
1628,859,61,0,,1
1629,860,69,0,,1
1630,861,3,0,,1
1631,862,65,0,,1
1632,863,40,0,,1
1633,864,8,0,,1
1634,865,103,0,,1
1635,865,105,0,,2
1636,865,30,0,,3
1637,865,69,0,,4
1638,865,41,0,,5
1639,865,42,0,,6
1640,866,10,0,,1
1641,867,84,0,,1
1642,868,90,0,,1
1643,869,41,0,,1
1644,871,90,0,Kuchi [Part 1],1
1645,871,69,0,Mae [Part 2],2
1646,871,105,0,Ato [Part 3],3
1647,872,32,0,,1
1648,872,30,0,,2
1649,872,80,0,,3
1650,872,42,0,,4
1651,872,61,0,,5
1652,872,90,0,,6
1653,872,41,,,7
1654,870,67,0,Mae [Part 1],1
1655,870,10,0,Ato [Part 2],2
1656,873,61,0,,1
1657,873,42,0,,2
1658,873,80,0,,3
1659,873,41,0,,4
1660,873,90,0,,5
1661,874,3,0,,1
1662,875,69,0,,1
1663,875,65,0,,2
1664,876,10,0,,1
1665,877,8,0,,1
1666,878,105,0,,1
1667,879,32,0,,1
1668,880,67,0,,1
1669,881,46,0,,1
1670,882,105,0,,1
1671,883,84,0,,1
1672,884,67,0,,1
1673,885,30,0,,1
1674,886,40,0,,1
1675,886,103,0,,2
1676,887,61,0,,1
1677,887,42,0,,2
1678,887,80,0,,3
1679,887,90,0,,4
1680,887,41,0,,5
1681,887,30,0,,6
1682,888,10,0,,1
1683,889,3,0,,1
1684,890,105,0,,1
1685,890,69,0,,2
1686,890,41,0,,3
1687,890,90,0,,4
1688,891,67,0,,1
1689,891,10,0,Tsure [assistant player],2
1690,892,65,0,,1
1691,893,46,0,Naka [Part 1],1
1692,893,84,0,Kiri [Part 2],2
1693,894,40,0,,1
1694,895,30,0,,1
1695,896,105,0,,1
1696,897,103,0,,1
1697,898,32,0,,1
1698,898,69,0,Tsure [assistant player],2
1699,899,67,0,,1
1700,900,8,0,,1
1701,901,67,0,,1
1702,901,46,0,,2
1703,901,10,0,Tsure [assistant player],3
1704,902,30,0,,1
1705,903,103,0,,1
1706,904,84,0,,1
1707,904,65,0,,2
1708,905,10,0,,1
1709,905,41,0,,2
1710,905,90,0,,3
1711,905,80,0,,4
1712,905,42,0,,5
1713,905,61,0,,6
1714,906,69,0,,1
1715,907,32,0,,1
1716,908,105,0,,1
1717,908,40,0,,2
1718,909,8,0,,1
1719,910,3,0,,1
1720,910,105,0,,2
1721,910,90,0,,3
1722,910,41,0,,4
1723,911,3,0,,1
1724,912,84,0,Mae [Part 1],1
1725,912,67,0,Ato [Part 2],2
1726,913,10,0,Naka [Part 1],1
1727,913,46,0,Mae [Part 2],2
1728,913,65,0,Kiri [Part 3],3
1729,914,105,0,,1
1730,914,30,0,,2
1731,914,80,0,,3
1732,914,61,0,,4
1733,914,41,0,,5
1734,915,8,0,,1
1735,915,69,0,,2
1736,915,41,0,,3
1737,915,80,0,,4
1738,915,42,0,,5
1739,916,105,0,Naka [Part 1],1
1740,916,32,0,Kiri [Part 2],2
1741,916,69,0,Kiri [Part 2]: Tsure [assistant player],3
1742,917,103,0,,1
1743,918,40,0,,1
1744,919,67,0,,1
1745,919,10,0,,2
1746,919,90,0,,3
1747,919,61,0,,4
1748,920,90,0,,1
1749,920,67,0,,2
1750,921,30,0,,1
1751,922,105,0,,1
1752,923,65,0,,1
1753,924,84,0,,1
1754,925,10,0,,1
1755,925,8,0,,2
1756,926,105,0,,1
1757,926,90,0,,2
1758,926,80,0,,3
1759,926,7,0,,4
1760,927,3,0,,1
1761,928,103,0,,1
1762,929,69,0,,1
1763,930,32,0,,1
1764,931,30,0,,1
1765,931,46,0,,2
1766,932,40,0,,1
1767,933,10,0,,1
1768,934,90,0,,1
1769,935,41,0,Part 1,1
1770,935,69,0,Part 2,2
1771,935,3,0,Part 3,3
1772,936,103,0,,1
1773,937,105,0,,1
1774,938,84,0,,1
1775,939,40,0,,1
1776,939,61,0,Tsure [assistant player],2
1777,940,10,0,,1
1778,941,108,0,,1
1779,942,65,0,,1
1780,943,46,0,,1
1781,944,32,0,,1
1782,945,67,0,,1
1783,945,30,0,,2
1784,945,80,0,,3
1785,945,42,0,,4
1786,945,7,0,,5
1787,946,90,0,,1
1788,947,41,0,,1
1789,947,69,0,,2
1790,947,3,0,,3
1791,948,103,0,,1
1792,949,105,0,,1
1793,950,84,0,,1
1794,951,105,0,,1
1795,951,30,0,Tsure [assistant player],2
1796,951,80,0,Tsure [assistant player],3
1797,951,7,0,Tsure [assistant player],4
1798,952,10,0,,1
1799,952,90,0,,2
1800,952,41,0,,3
1801,952,42,0,,4
1802,952,61,0,,5
1803,952,7,0,,6
1804,953,30,0,,1
1805,954,69,0,,1
1806,954,8,0,,2
1807,954,32,0,,3
1808,954,40,0,,4
1809,955,67,0,,1
1810,955,65,0,,2
1811,956,42,0,Part 1,1
1812,956,69,0,Part 2,2
1813,957,61,0,,1
1814,958,10,0,,1
1815,959,105,0,,1
1816,959,30,0,,2
1817,959,90,0,,3
1818,959,42,0,,4
1819,959,61,0,,5
1820,960,80,7,Part 1,1
1821,960,32,0,Part 2,2
1822,961,41,0,,1
1823,962,67,0,,1
1824,963,69,30,,1
1825,964,103,65,,1
1826,965,30,0,,1
1827,966,41,0,,1
1828,967,65,0,,1
1829,968,3,0,,1
1830,969,10,0,,1
1831,970,84,0,,1
1832,970,40,0,,2
1833,971,105,0,,1
1834,971,8,0,,2
1835,971,80,0,Tsure [assistant player],3
1836,972,105,0,,1
1837,973,32,0,,1
1838,973,103,0,,2
1839,974,67,0,,1
1840,974,69,0,,2
1841,974,90,0,,3
1842,974,42,0,,4
1843,974,61,0,,5
1844,974,7,0,,6
1845,975,7,0,,1
1846,975,61,0,,2
1847,975,42,0,,3
1848,975,80,0,,4
1849,975,81,0,,5
1850,975,41,0,,6
1851,975,69,,,7
1852,976,10,0,,1
1853,977,30,0,,1
1854,979,105,0,,1
1855,979,80,0,Tsure [assistant player],2
1856,980,69,0,,1
1857,981,81,0,Part 1,1
1858,981,65,0,Part 2,2
1859,981,61,0,Part 2: Tsure [assistant player],3
1860,982,8,0,,1
1861,983,84,103,,1
1862,984,67,0,,1
1863,985,41,0,Part 1,1
1864,985,40,0,Part 2,2
1865,986,3,0,Part 1,1
1866,986,32,0,Part 2,2
1867,986,46,0,Part 3,3
1868,987,30,0,,1
1869,987,42,0,Tsure [assistant player],2
1870,988,103,0,,1
1871,989,81,0,,1
1872,989,65,0,,2
1873,990,67,0,,1
1874,991,30,0,,1
1875,993,103,0,,1
1876,993,32,0,,2
1877,993,41,0,Tsure [assistant player],3
1878,994,103,0,,1
1879,994,32,0,,2
1880,994,41,0,Tsure [assistant player],3
1881,995,8,0,,1
1882,995,10,0,,2
1883,995,69,0,,3
1884,995,81,0,,4
1885,995,80,0,,5
1886,995,7,0,,6
1887,996,105,0,,1
1888,997,30,0,,1
1889,997,40,0,,2
1890,998,3,0,,1
1891,998,84,0,,2
1892,999,10,0,,1
1893,999,69,0,,2
1894,999,41,0,,3
1895,999,42,0,,4
1896,999,61,0,,5
1897,999,7,0,,6
1898,1000,103,0,,1
1899,1000,105,0,,2
1900,1000,10,0,,3
1901,1000,30,0,,4
1902,1000,81,0,,5
1903,1000,80,0,,6
1904,1000,42,,,7
1905,1000,61,,,8
1906,1000,7,,,9
1907,1001,46,0,,1
1908,1002,46,0,,1
1909,1002,32,0,,2
1910,1002,69,0,,3
1911,1003,40,0,,1
1912,1004,65,0,,1
1913,1005,30,0,Part 1,1
1914,1005,8,0,Part 2,2
1915,1006,105,0,,1
1916,1006,69,0,,2
1917,1006,41,0,,3
1918,1006,80,0,,4
1919,1006,7,0,,5
1920,1007,10,0,Part 1,1
1921,1007,84,0,Part 2,2
1922,1007,81,0,Part 2: Tsure [assistant player],3
1923,1008,61,0,Part 1,1
1924,1008,67,0,Part 2,2
1925,1009,3,0,,1
1926,1010,8,0,,1
1927,1010,30,0,,2
1928,1010,61,0,,3
1929,1010,105,0,,4
1930,1010,41,0,,5
1931,1010,42,0,,6
1932,1011,8,0,,1
1933,1011,30,0,,2
1934,1011,61,0,,3
1935,1011,105,0,,4
1936,1011,41,0,,5
1937,1011,42,0,,6
1938,1012,8,0,,1
1939,1012,30,0,,2
1940,1012,61,0,,3
1941,1012,105,0,,4
1942,1012,41,0,,5
1943,1012,42,0,,6
1944,1013,8,0,,1
1945,1013,30,0,,2
1946,1013,61,0,,3
1947,1013,105,0,,4
1948,1013,41,0,,5
1949,1013,42,0,,6
1950,1014,69,0,,1
1951,1015,81,0,,1
1952,1016,3,0,,1
1953,1017,103,0,,1
1954,1018,105,0,,1
1955,1019,67,0,,1
1956,1020,30,0,,1
1957,1021,40,0,,1
1958,1022,65,0,,1
1959,1023,65,0,,1
1960,1024,32,0,,1
1961,1025,10,0,,1
1962,1025,69,0,,2
1963,1025,80,0,,3
1964,1025,7,0,,4
1965,1025,64,0,,5
1966,1026,69,0,,1
1967,1027,10,0,,1
1968,1028,41,0,,1
1969,1029,40,0,,1
1970,1030,103,0,,1
1971,1031,67,0,,1
1972,1032,30,0,,1
1973,1032,81,0,,2
1974,1032,42,0,,3
1975,1032,61,0,,4
1976,1032,7,0,,5
1977,1033,105,0,,1
1978,1033,80,0,Tsure [assistant player],2
1979,1034,3,0,Part 1,1
1980,1034,32,0,Part 2,2
1981,1038,65,0,,1
1982,1038,30,0,,2
1983,1038,81,0,,3
1984,1038,80,0,,4
1985,1038,42,0,,5
1986,1038,7,0,,6
1987,1038,64,,,7
1988,1039,3,0,,1
1989,1039,61,0,Tsure [assistant player],2
1990,1039,32,0,,3
1991,1040,69,0,,1
1992,1041,8,0,,1
1993,1042,105,0,,1
1994,1043,69,0,,1
1995,1044,10,0,,1
1996,1045,41,0,,1
1997,1046,40,0,,1
1998,1047,103,0,,1
1999,1048,67,0,,1
2000,1049,67,65,,1
2001,1049,42,64,Tsure [assistant player],2
2002,1050,80,10,,1
2003,1051,61,0,Part 1,1
2004,1051,32,0,Part 2,2
2005,1052,41,0,,1
2006,1053,30,0,,1
2007,1054,69,0,Part 1,1
2008,1054,105,0,Part 2,2
2009,1055,10,0,,1
2010,1055,81,0,,2
2011,1055,42,0,,3
2012,1055,7,0,,4
2013,1055,64,0,,5
2014,1056,10,0,,1
2015,1056,81,0,,2
2016,1056,42,0,,3
2017,1056,7,0,,4
2018,1056,64,0,,5
2019,1057,105,0,,1
2020,1057,30,0,,2
2021,1057,41,0,,3
2022,1057,81,0,,4
2023,1057,7,0,,5
2024,1057,64,0,,6
2025,1058,3,0,,1
2026,1059,32,0,,1
2027,1059,40,0,,2
2028,1060,10,0,,1
2029,1060,61,0,Tsure [assistant player],2
2030,1061,65,0,,1
2031,1062,69,0,,1
2032,1063,105,0,,1
2033,1064,67,0,,1
2034,1064,103,0,,2
2035,1065,8,0,,1
2036,1065,30,0,Tsure [assistant player],2
2037,1066,65,0,Part 1,1
2038,1066,61,0,Part 2,2
2039,1067,32,0,,1
2040,1068,105,0,,1
2041,1068,30,0,,2
2042,1068,41,0,,3
2043,1068,42,0,,4
2044,1068,64,0,,5
2045,1069,10,0,,1
2046,1070,67,0,,1
2047,1071,40,0,,1
2048,1071,10,0,,2
2049,1071,81,0,,3
2050,1071,61,0,,4
2051,1071,7,0,,5
2052,1072,3,0,Part 1,1
2053,1072,103,0,Part 2,2
2054,1073,80,0,Part 1,1
2055,1073,8,0,Part 2,2
2056,1074,69,0,,1
2057,1075,40,0,,1
2058,1076,67,0,,1
2059,1076,41,0,,2
2060,1077,81,0,,1
2061,1077,4,0,,2
2062,1078,103,0,,1
2063,1078,69,0,,2
2064,1078,42,0,,3
2065,1078,80,0,,4
2066,1078,61,0,,5
2067,1078,7,0,,6
2068,1079,65,0,,1
2069,1080,3,0,,1
2070,1081,32,0,,1
2071,1082,30,0,,1
2072,1083,8,0,,1
2073,1083,10,0,,2
2074,1084,64,0,,1
2075,1084,7,0,,2
2076,1084,61,0,,3
2077,1084,42,0,,4
2078,1084,81,0,,5
2079,1084,41,0,,6
2080,1085,10,0,,1
2081,1086,61,0,Part 1,1
2082,1086,40,0,Part 2,2
2083,1086,7,0,Part 3,3
2084,1087,81,0,Part 1,1
2085,1087,3,0,Part 2,2
2086,1088,103,0,,1
2087,1089,32,0,Part 1,1
2088,1089,67,0,Part 2,2
2089,1090,30,0,,1
2090,1091,41,0,Part 1,1
2091,1091,69,0,Part 2,2
2092,1091,4,0,Part 3,3
2093,1092,65,0,,1
2094,1092,30,0,,2
2095,1092,41,0,,3
2096,1092,42,0,,4
2097,1092,64,0,,5
2098,1093,10,0,Part 1,1
2099,1093,8,0,Part 2,2
2100,1093,7,0,Part 2: Tsure [assistant player],3
2101,1094,80,0,,1
2102,685,104,0,,1
2103,685,105,0,,2
2104,685,10,0,,3
2105,685,41,0,,4
2106,685,42,0,,5
2107,1095,103,0,,1
2108,1095,105,0,,2
2109,1095,30,0,,3
2110,1095,69,0,,4
2111,1095,102,0,,5
2112,1095,41,0,,6
2113,1096,103,0,,1
2114,1097,30,0,,1
2115,1098,84,0,,1
2116,1099,8,6,,1
2117,1099,102,40,Tsure [assistant player],2
2118,1100,8,40,,1
2119,1101,110,0,,1
2120,1101,40,0,,2
2121,1101,105,0,,3
2122,1101,32,0,,4
2123,1101,30,0,,5
2124,1102,119,0,,1
2125,1102,103,0,,2
2126,1102,10,0,,3
2127,1102,30,0,,4
2128,1102,113,0,,5
2129,1103,84,0,,1
2130,1104,119,0,,1
2131,1104,105,0,,2
2132,1104,30,0,Tsure [assistant player],3
2133,1104,10,0,Tsure [assistant player],4
2134,1105,3,0,,1
2135,1105,61,0,Tsure [assistant player],2
2136,1106,65,0,,1
2137,1107,10,0,Naka [Part 1],1
